佐藤英道,北海道ブロック,https://twitter.com/hidemichisato,https://www.facebook.com/hidemichi.sato.7,,,
武田久之,北海道ブロック,,,,,
井上義久,東北ブロック,,,,,
真山祐一,東北ブロック,https://twitter.com/yuichi_mayama,https://www.facebook.com/%E7%9C%9F%E5%B1%B1%E7%A5%90%E4%B8%80-%E8%A1%86%E8%AD%B0%E9%99%A2%E8%AD%B0%E5%93%A1-424176007747296/,,,
渡邊大,東北ブロック,,,,,
石井啓一,北関東ブロック,,,,,
岡本三成,北関東ブロック,https://twitter.com/okamotooffice?lang=ja,https://www.facebook.com/okamoto.office/,https://www.youtube.com/user/TheOfficeMO,https://line.me/ti/p/%40leo4485p,
輿水恵一,北関東ブロック,https://twitter.com/koshimizu_k1,https://www.facebook.com/koshimizu.keiichi/,https://www.youtube.com/user/keiichikoshimizu,https://line.me/ti/p/%40leo4485p,
村上知己,北関東ブロック,,,,,
富田茂之,南関東ブロック,,,https://www.youtube.com/user/shigeyukitomita,,
古屋範子,南関東ブロック,https://twitter.com/Noriko_Furuya/,https://www.facebook.com/noriko.furuya.jp,,,
角田秀穂,南関東ブロック,,https://www.facebook.com/hideo.tsunoda.53,,,
布施正行,南関東ブロック,,,,,
井川泰雄,南関東ブロック,,,,,
高木陽介,東京都ブロック,,,,,
高木美智代,東京都ブロック,,https://www.facebook.com/michiyo.takagi.komei/,,,
佐近康昌,東京都ブロック,,,,,
星英一郎,東京都ブロック,,,,,
太田昌孝,北陸信越ブロック,,,,,
高橋秀明,北陸信越ブロック,,,,,
大口善徳,東海ブロック,,https://www.facebook.com/OguchiYoshinori/,,,
伊藤渉,東海ブロック,https://twitter.com/ito_wataru,https://www.facebook.com/komei.itowataru/?hc_ref=ARQLM7_QnZwLWKJaGugItnrONJhb41Zo21B6z6MLN1CeL_Qtck0hg_QrUlC0T6BkBzw&fref=nf,,http://line.me/ti/p/%40ito-wataru,
中川康洋,東海ブロック,https://twitter.com/nakagawa_komei,https://www.facebook.com/nakagawakomei,,,
井筒伸幸,東海ブロック,,,,,
越野優一,東海ブロック,,,,,
竹内譲,近畿ブロック,https://twitter.com/takeuchi_yuzuru,https://www.facebook.com/takeuchi.yuzuru,,,
浮島智子,近畿ブロック,https://twitter.com/Tomo_Ukishima,https://www.facebook.com/ukishimatomoko/?hc_ref=ARRJtcfyrObvO2mI5D_TkSF0w_1SH11tlR1tPRQCBJ2I715KZbnaTNHXYzN_ZAcAIrc&fref=nf,,,
濱村進,近畿ブロック,https://twitter.com/HamamuraSusumu,https://www.facebook.com/hamamurasusumu,,,
鰐淵洋子,近畿ブロック,,,,,
田丸義高,近畿ブロック,,,,,
鷲岡秀明,近畿ブロック,,,,,
高橋雅也,近畿ブロック,,,,,
田中博之,近畿ブロック,,,,,
斉藤鉄夫,中国ブロック,https://twitter.com/saitotetsuo?ref_src=twsrc%5Etfw&ref_url=https%3A%2F%2Fwww.saitotetsuo.com%2F,https://www.facebook.com/komei.tetsuosaito/,https://www.youtube.com/user/3110tetsuo,,
桝屋敬悟,中国ブロック,,,,,
日下正喜,中国ブロック,,,,,
石田祝稔,四国ブロック,https://twitter.com/ishidanoritoshi,https://www.facebook.com/noritoshi.ishida.komei/,https://www.youtube.com/user/IshidaNoritoshi,,
高村宗男,四国ブロック,,,,,
江田康幸,九州・沖縄ブロック,,https://ja-jp.facebook.com/edayasuyuki.official/,,,
遠山清彦,九州・沖縄ブロック,https://twitter.com/kiyohiko_toyama?ref_src=twsrc%5Etfw&ref_url=http%3A%2F%2Ftoyamakiyohiko.com%2F,https://www.facebook.com/toyama.kiyohiko1,https://www.youtube.com/user/tooyamakiyohiko,,
濵地雅一,九州・沖縄ブロック,https://twitter.com/hamachi_m,https://www.facebook.com/hamachi.masakazu,,,
吉田宣弘,九州・沖縄ブロック,https://twitter.com/yoshida_komei?ref_src=twsrc%5Etfw&ref_url=http%3A%2F%2Fwww.yoshida-nobuhiro.jp%2F,https://www.facebook.com/nobuhiro.yoshida.940,,,
上地崇,九州・沖縄ブロック,,,,,
吉田久美子,九州・沖縄ブロック,,,,,
